"Var1" "Var2" "value" "n"
"HLA.A2" "STAT1" 0.271458073594634 22
"HLA.A3" "STAT1" 0.271458073594634 22
"HLA.A4" "STAT1" 0.207081617341872 22
"HLA.A5" "STAT1" 0.3201818239488 22
"HLA.A6" "STAT1" 0.261603387109815 22
"HLA.A7" "STAT1" 0.0669832008759586 22
"HLA.A8" "STAT1" -0.168985727893212 22
"HLA.B1" "STAT1" 0.658355949002719 22
"HLA.B2" "STAT1" -0.104993644119809 22
"HLA.B3" "STAT1" 0.58898281169771 22
"HLA.B4" "STAT1" 0.147472364411746 22
"HLA.B5" "STAT1" 0.626611466574104 22
"HLA.B6" "STAT1" 0.522199267088028 22
"HLA.C1" "STAT1" 0.298335721050411 22
"HLA.C2" "STAT1" 0.139619100869446 22
"HLA.C3" "STAT1" 0.367539336025688 22
"HLA.C4" "STAT1" 0.0508421183429102 22
"HLA.C5" "STAT1" 0.106927332545953 22
"HLA.C6" "STAT1" 0.237062492599033 22
"HLA.C7" "STAT1" 0.294644196683419 22
"HLA.F1" "STAT1" 0.39616235854048 22
"HLA.F2" "STAT1" 0.438090168316965 22
"HLA.F3" "STAT1" 0.484285777232187 22
"HLA.F4" "STAT1" 0.484285777232187 22
"HLA.F5" "STAT1" 0.445645965141862 22
"HLA.F6" "STAT1" 0.484285777232187 22
"HLA.F7" "STAT1" -0.139152665432911 22
"B2M" "STAT1" 0.271830523306423 22
"STAT1" "STAT1" 1 22
"IHC.score" "STAT1" 0.0993364172545218 22
"ICI.score" "STAT1" -0.042783720244506 22
"GAD65" "STAT1" 0.493339081148449 5
"CD20_x1" "STAT1" -1 2
"CyclinD1" "STAT1" -0.120453139485377 7
"CyclinD3" "STAT1" -0.543362983282161 7
"n_leucocytes" "STAT1" 0.2977620962156 6
"n_leucocytes2" "STAT1" 0.35794017579894 6
"n_islets" "STAT1" 0.159480896214496 6
"n_insulitis" "STAT1" 0.205624759044084 6
"n_islets2" "STAT1" -0.206051839946952 6
"n_insulitis2" "STAT1" 0.802771543811211 6
"x12LO" "STAT1" -0.210941918112752 7
"CD20_x2" "STAT1" 0.106851295181254 3
"MMc" "STAT1" -0.476113201594785 5
"ins.MMc" "STAT1" -0.633568528086215 5
"MxA" "STAT1" -0.818747656136014 3
"BM" "STAT1" -0.565052476762525 5
"insulin" "STAT1" 0.567497772776186 11
"insulin2" "STAT1" NA 3
"HLA" "STAT1" NA 3
"survivin" "STAT1" NA 3
"CH.Ins" "STAT1" NA 22
"CH.amyloid" "STAT1" NA 22
"CH.dysplasia" "STAT1" 0.0206056449067034 22
"CH.metaplasia" "STAT1" -0.191143529313929 22
"CH.pancreatitis" "STAT1" 0.115410934521876 22
"CH.atrophy" "STAT1" -0.14179144438899 22
"CH.fibrosis" "STAT1" -0.0904871440158503 22
"CH.CD3" "STAT1" -0.0210167628792674 22
"CH.Ki67" "STAT1" -0.077868074183748 7
"CH.islet.freq" "STAT1" NA 8
"CH.islet.size" "STAT1" NA 7
"CR.age" "STAT1" -0.18649814101757 22
"CR.height" "STAT1" -0.348114191296224 22
"CR.weight" "STAT1" -0.378905916888738 22
"CR.BMI" "STAT1" -0.408977927369177 22
"CR.dbDuration" "STAT1" -0.288500136631884 14
"CR.ageOnset" "STAT1" -0.258681744878186 14
"CR.Cpeptide" "STAT1" 0.00912156198698477 21
"CR.HbA1c" "STAT1" -0.0123546208915979 6
"CR.peakGluc" "STAT1" 0.154222688974915 21
"HS" "IHC.score" -0.747111835148702 9
"Col18" "IHC.score" -0.735185617383266 7
"Sdc1" "IHC.score" -0.88140662595926 5
"Ins_x1" "IHC.score" 0.272977998455484 9
"Gcg_x1" "IHC.score" 0.221310194314963 7
"IP3R2" "IHC.score" NA 1
"TOM20" "IHC.score" NA 1
"MFN2" "IHC.score" NA 1
"VDAC1" "IHC.score" NA 1
"IP3R2.VDAC1" "IHC.score" NA 1
"beta_Ins" "IHC.score" -0.573780983404624 5
"beta_cells" "IHC.score" -0.652718909298612 16
"beta_area" "IHC.score" -0.888308954648894 16
"beta_mass" "IHC.score" -0.779790666003685 13
"Nitrotyrosine" "IHC.score" NA 6
"GLP1R.acinar_x1" "IHC.score" NA 0
"GLP1R.islets_x1" "IHC.score" NA 0
"GLP1R.acinar_x2" "IHC.score" NA 0
"GLP1R.islets_x2" "IHC.score" NA 0
"HLA.A1" "IHC.score" 0.163038448279815 22
"HLA.A2" "IHC.score" 0.224884501235194 22
"HLA.A3" "IHC.score" 0.224884501235194 22
"HLA.A4" "IHC.score" 0.320624894205354 22
"HLA.A5" "IHC.score" 0.175431100690223 22
"HLA.A6" "IHC.score" 0.304271174347487 22
"HLA.A7" "IHC.score" 0.0879207771968928 22
"HLA.A8" "IHC.score" -0.163356242729494 22
"HLA.B1" "IHC.score" 0.24262484526855 22
"HLA.B2" "IHC.score" 0.186089718903165 22
"HLA.B3" "IHC.score" 0.292068560406608 22
"HLA.B4" "IHC.score" 0.434191494056451 22
"HLA.B5" "IHC.score" 0.399978364340505 22
"HLA.B6" "IHC.score" 0.290605320657555 22
"HLA.C1" "IHC.score" 0.327606846850138 22
"HLA.C2" "IHC.score" 0.316342946184615 22
"HLA.C3" "IHC.score" 0.259196363392889 22
"HLA.C4" "IHC.score" 0.395757648258531 22
"HLA.C5" "IHC.score" 0.31062807712509 22
"HLA.C6" "IHC.score" 0.322290629753419 22
"HLA.C7" "IHC.score" 0.235018913486262 22
"HLA.F1" "IHC.score" -0.113668625747671 22
"HLA.F2" "IHC.score" 0.178147984942192 22
"HLA.F3" "IHC.score" 0.175368741464233 22
"HLA.F4" "IHC.score" 0.175368741464233 22
"HLA.F5" "IHC.score" 0.318477480122687 22
"HLA.F6" "IHC.score" 0.175368741464233 22
"HLA.F7" "IHC.score" 0.0641296051326142 22
"B2M" "IHC.score" 0.281769575767517 22
"STAT1" "IHC.score" 0.0993364172545218 22
"IHC.score" "IHC.score" 1 22
"ICI.score" "IHC.score" -0.631336496716973 22
"GAD65" "IHC.score" NA 5
"CD20_x1" "IHC.score" NA 2
"CyclinD1" "IHC.score" -0.198029508595335 7
"CyclinD3" "IHC.score" -0.509524665365068 7
"n_leucocytes" "IHC.score" NA 6
"n_leucocytes2" "IHC.score" NA 6
"n_islets" "IHC.score" NA 6
"n_insulitis" "IHC.score" NA 6
"n_islets2" "IHC.score" NA 6
"n_insulitis2" "IHC.score" NA 6
"x12LO" "IHC.score" 0.374634324632678 7
"CD20_x2" "IHC.score" NA 3
"MMc" "IHC.score" 0.716758028822564 5
"ins.MMc" "IHC.score" 0.65112723096306 5
"MxA" "IHC.score" 0.5 3
"BM" "IHC.score" -0.559016994374947 5
"insulin" "IHC.score" -0.877777777777778 11
"insulin2" "IHC.score" NA 3
"HLA" "IHC.score" NA 3
"survivin" "IHC.score" NA 3
"CH.Ins" "IHC.score" NA 22
"CH.amyloid" "IHC.score" NA 22
"CH.dysplasia" "IHC.score" -0.0550381822236522 22
"CH.metaplasia" "IHC.score" -0.079757903402837 22
"CH.pancreatitis" "IHC.score" 0.0720769073751085 22
"CH.atrophy" "IHC.score" 0.405723390938927 22
"CH.fibrosis" "IHC.score" -0.136783675875194 22
"CH.CD3" "IHC.score" -0.110290938460782 22
"CH.Ki67" "IHC.score" 0.0468292905790847 7
"CH.islet.freq" "IHC.score" NA 8
"CH.islet.size" "IHC.score" NA 7
"CR.age" "IHC.score" -0.529317070171449 22
"CR.height" "IHC.score" -0.37727622853354 22
"CR.weight" "IHC.score" -0.47091622366498 22
"CR.BMI" "IHC.score" -0.348344224160194 22
"CR.dbDuration" "IHC.score" -0.438281661718564 14
"CR.ageOnset" "IHC.score" -0.182466105005358 14
"CR.Cpeptide" "IHC.score" -0.532812387306761 21
"CR.HbA1c" "IHC.score" 0.846546861624133 6
"CR.peakGluc" "IHC.score" 0.639300984068214 21
"HS" "ICI.score" 0.483989654430175 9
"Col18" "ICI.score" 0.500259086888781 7
"Sdc1" "ICI.score" 0.139975106863852 5
"Ins_x1" "ICI.score" -0.655665954825455 9
"Gcg_x1" "ICI.score" -0.389951770062037 7
"IP3R2" "ICI.score" NA 1
"TOM20" "ICI.score" NA 1
"MFN2" "ICI.score" NA 1
"VDAC1" "ICI.score" NA 1
"IP3R2.VDAC1" "ICI.score" NA 1
"beta_Ins" "ICI.score" 0.629502158202634 5
"beta_cells" "ICI.score" 0.527162631646842 16
"beta_area" "ICI.score" 0.583186164333165 16
"beta_mass" "ICI.score" 0.455410750829001 13
"Nitrotyrosine" "ICI.score" 0.517483114398623 6
"GLP1R.acinar_x1" "ICI.score" NA 0
"GLP1R.islets_x1" "ICI.score" NA 0
"GLP1R.acinar_x2" "ICI.score" NA 0
"GLP1R.islets_x2" "ICI.score" NA 0
"HLA.A1" "ICI.score" 0.0304918840927193 22
"HLA.A2" "ICI.score" 0.233353546535693 22
"HLA.A3" "ICI.score" 0.233353546535693 22
"HLA.A4" "ICI.score" 0.0795076636470765 22
"HLA.A5" "ICI.score" 0.127052189323734 22
"HLA.A6" "ICI.score" 0.0439101150173745 22
"HLA.A7" "ICI.score" 0.131685313437315 22
"HLA.A8" "ICI.score" 0.210297166995704 22
"HLA.B1" "ICI.score" -0.0856310430717781 22
"HLA.B2" "ICI.score" 0.00771534031184185 22
"HLA.B3" "ICI.score" 0.0502702698346584 22
"HLA.B4" "ICI.score" -0.138392657412177 22
"HLA.B5" "ICI.score" 0.0116840581707885 22
"HLA.B6" "ICI.score" 0.0650927857062892 22
"HLA.C1" "ICI.score" -0.0455962034507267 22
"HLA.C2" "ICI.score" -0.0491782559150435 22
"HLA.C3" "ICI.score" -0.017542426371743 22
"HLA.C4" "ICI.score" -0.073872479377029 22
"HLA.C5" "ICI.score" -0.102514556358164 22
"HLA.C6" "ICI.score" -0.0573107519388191 22
"HLA.C7" "ICI.score" 0.029607680662307 22
"HLA.F1" "ICI.score" -0.0747299051826646 22
"HLA.F2" "ICI.score" -0.24558866448556 22
"HLA.F3" "ICI.score" -0.116378607423435 22
"HLA.F4" "ICI.score" -0.116378607423435 22
"HLA.F5" "ICI.score" -0.189695473770206 22
"HLA.F6" "ICI.score" -0.116378607423435 22
"HLA.F7" "ICI.score" 0.0305573333886118 22
"B2M" "ICI.score" -0.230692582470194 22
"STAT1" "ICI.score" -0.042783720244506 22
"IHC.score" "ICI.score" -0.631336496716973 22
"ICI.score" "ICI.score" 1 22
"GAD65" "ICI.score" -0.0556819619887241 5
"CD20_x1" "ICI.score" 1 2
"CyclinD1" "ICI.score" 0.530661853257919 7
"CyclinD3" "ICI.score" 0.86979689861744 7
"n_leucocytes" "ICI.score" -0.721522142116938 6
"n_leucocytes2" "ICI.score" 0.393467262212068 6
"n_islets" "ICI.score" 0.821493980570682 6
"n_insulitis" "ICI.score" 0.528626873198501 6
"n_islets2" "ICI.score" -0.250162879720893 6
"n_insulitis2" "ICI.score" -0.150567580297623 6
"x12LO" "ICI.score" 0 7
"CD20_x2" "ICI.score" -0.866025403784439 3
"MMc" "ICI.score" -0.716758028822564 5
"ins.MMc" "ICI.score" -0.65112723096306 5
"MxA" "ICI.score" -0.944911182523068 3
"BM" "ICI.score" 0.943242218283799 5
"insulin" "ICI.score" 0.92429874249329 11
"insulin2" "ICI.score" NA 3
"HLA" "ICI.score" NA 3
"survivin" "ICI.score" NA 3
"CH.Ins" "ICI.score" NA 22
"CH.amyloid" "ICI.score" NA 22
"CH.dysplasia" "ICI.score" 0.170946117797537 22
"CH.metaplasia" "ICI.score" -0.132503780732464 22
"CH.pancreatitis" "ICI.score" -0.0520622398928184 22
"CH.atrophy" "ICI.score" -0.274533348800362 22
"CH.fibrosis" "ICI.score" 0.033592311797223 22
"CH.CD3" "ICI.score" 0.0483679217446996 22
"CH.Ki67" "ICI.score" -0.292118697336089 7
"CH.islet.freq" "ICI.score" NA 8
"CH.islet.size" "ICI.score" NA 7
"CR.age" "ICI.score" 0.347131186439855 22
"CR.height" "ICI.score" 0.262650314503981 22
"CR.weight" "ICI.score" 0.243097091404934 22
"CR.BMI" "ICI.score" 0.129184976327044 22
"CR.dbDuration" "ICI.score" 0.14063781646777 14
"CR.ageOnset" "ICI.score" -0.0711554467107229 14
"CR.Cpeptide" "ICI.score" 0.434722238223665 21
"CR.HbA1c" "ICI.score" -0.564364574416089 6
"CR.peakGluc" "ICI.score" -0.1058340466202 21
"HS" "GAD65" 0.76010905532715 3
"Col18" "GAD65" 0.701494136126991 3
"Sdc1" "GAD65" 0.412746578976961 3
"Ins_x1" "GAD65" 0.497307195415923 3
"Gcg_x1" "GAD65" NA 1
"IP3R2" "GAD65" NA 0
"TOM20" "GAD65" NA 0
"MFN2" "GAD65" NA 0
"VDAC1" "GAD65" NA 0
"IP3R2.VDAC1" "GAD65" NA 0
"beta_Ins" "GAD65" -0.614965508298273 3
"beta_cells" "GAD65" -0.548038468254395 12
"beta_area" "GAD65" -0.407813340856026 12
"beta_mass" "GAD65" -0.61352948567412 11
"Nitrotyrosine" "GAD65" -0.326682386023426 7
"GLP1R.acinar_x1" "GAD65" NA 0
"GLP1R.islets_x1" "GAD65" NA 0
"GLP1R.acinar_x2" "GAD65" NA 0
"GLP1R.islets_x2" "GAD65" NA 0
"HLA.A1" "GAD65" -0.0974029701828471 5
"HLA.A2" "GAD65" 0.184560462514741 5
"HLA.A3" "GAD65" 0.184560462514741 5
"HLA.A4" "GAD65" 0.499952120475198 5
"HLA.A5" "GAD65" 0.524758461108697 5
"HLA.A6" "GAD65" 0.540043068505337 5
"HLA.A7" "GAD65" 0.427503054633905 5
"HLA.A8" "GAD65" 0.256255924997336 5
"HLA.B1" "GAD65" 0.232548807920757 5
"HLA.B2" "GAD65" 0.386839170521709 5
"HLA.B3" "GAD65" 0.513576832241905 5
"HLA.B4" "GAD65" 0.284531915569981 5
"HLA.B5" "GAD65" 0.509376857355392 5
"HLA.B6" "GAD65" 0.433802432090589 5
"HLA.C1" "GAD65" -0.154076621595404 5
"HLA.C2" "GAD65" -0.24598064484776 5
"HLA.C3" "GAD65" 0.564989347872674 5
"HLA.C4" "GAD65" 0.281312577265783 5
"HLA.C5" "GAD65" 0.117155217450813 5
"HLA.C6" "GAD65" 0.543471802059344 5
"HLA.C7" "GAD65" 0.535803229392365 5
"HLA.F1" "GAD65" 0.184578392687039 5
"HLA.F2" "GAD65" 0.619913663869731 5
"HLA.F3" "GAD65" 0.364524257664966 5
"HLA.F4" "GAD65" 0.364524257664966 5
"HLA.F5" "GAD65" 0.0973089335861213 5
"HLA.F6" "GAD65" 0.364524257664966 5
"HLA.F7" "GAD65" -0.466586245178108 5
"B2M" "GAD65" 0.347929100633764 5
"STAT1" "GAD65" 0.493339081148449 5
"IHC.score" "GAD65" NA 5
"ICI.score" "GAD65" -0.0556819619887241 5
"GAD65" "GAD65" 1 24
"CD20_x1" "GAD65" NA 0
"CyclinD1" "GAD65" -0.463442256523888 4
"CyclinD3" "GAD65" -0.661323421845069 5
"n_leucocytes" "GAD65" -0.159380814635742 5
"n_leucocytes2" "GAD65" -1 2
"n_islets" "GAD65" -0.284783846187976 5
"n_insulitis" "GAD65" -0.339973709280752 5
"n_islets2" "GAD65" -1 2
"n_insulitis2" "GAD65" -1 2
"x12LO" "GAD65" 0.150290615122302 6
"CD20_x2" "GAD65" NA 0
"MMc" "GAD65" -0.975924252531866 3
"ins.MMc" "GAD65" 0.395334074170995 3
"MxA" "GAD65" -1 2
"BM" "GAD65" NA 0
"insulin" "GAD65" 0.861891607371335 4
"insulin2" "GAD65" 1 2
"HLA" "GAD65" 1 2
"survivin" "GAD65" 1 2
"CH.Ins" "GAD65" NA 24
"CH.amyloid" "GAD65" NA 24
"CH.dysplasia" "GAD65" NA 24
"CH.metaplasia" "GAD65" 0.191230946334842 24
"CH.pancreatitis" "GAD65" 0.243952065051621 24
"CH.atrophy" "GAD65" 0.447374616051439 24
"CH.fibrosis" "GAD65" 0.199856022323648 24
"CH.CD3" "GAD65" 0.313252877828721 24
"CH.Ki67" "GAD65" 0.216192933176628 10
"CH.islet.freq" "GAD65" NA 16
"CH.islet.size" "GAD65" NA 8
"CR.age" "GAD65" -0.321277061823596 24
"CR.height" "GAD65" -0.310345573015003 24
"CR.weight" "GAD65" -0.499509901791754 24
"CR.BMI" "GAD65" -0.497430654699896 24
"CR.dbDuration" "GAD65" 0.0465108341467348 8
"CR.ageOnset" "GAD65" -0.125366828581055 8
"CR.Cpeptide" "GAD65" -0.228236396732129 22
"CR.HbA1c" "GAD65" 0.413841901411272 9
"CR.peakGluc" "GAD65" 0.401455610230329 24
"HS" "CD20_x1" NA 1
"Col18" "CD20_x1" NA 1
"Sdc1" "CD20_x1" NA 1
"Ins_x1" "CD20_x1" NA 1
"Gcg_x1" "CD20_x1" NA 1
"IP3R2" "CD20_x1" NA 0
"TOM20" "CD20_x1" NA 0
"MFN2" "CD20_x1" NA 0
"VDAC1" "CD20_x1" NA 0
"IP3R2.VDAC1" "CD20_x1" NA 0
"beta_Ins" "CD20_x1" NA 0
"beta_cells" "CD20_x1" 1 2
"beta_area" "CD20_x1" 1 2
"beta_mass" "CD20_x1" 1 2
"Nitrotyrosine" "CD20_x1" NA 1
"GLP1R.acinar_x1" "CD20_x1" NA 0
"GLP1R.islets_x1" "CD20_x1" NA 0
"GLP1R.acinar_x2" "CD20_x1" NA 0
"GLP1R.islets_x2" "CD20_x1" NA 0
"HLA.A1" "CD20_x1" 1 2
"HLA.A2" "CD20_x1" 1 2
"HLA.A3" "CD20_x1" 1 2
"HLA.A4" "CD20_x1" 1 2
"HLA.A5" "CD20_x1" 1 2
"HLA.A6" "CD20_x1" 1 2
"HLA.A7" "CD20_x1" 1 2
"HLA.A8" "CD20_x1" 1 2
"HLA.B1" "CD20_x1" -1 2
"HLA.B2" "CD20_x1" -1 2
"HLA.B3" "CD20_x1" 1 2
"HLA.B4" "CD20_x1" -1 2
"HLA.B5" "CD20_x1" 1 2
"HLA.B6" "CD20_x1" 1 2
"HLA.C1" "CD20_x1" 1 2
"HLA.C2" "CD20_x1" 1 2
"HLA.C3" "CD20_x1" 1 2
"HLA.C4" "CD20_x1" 1 2
"HLA.C5" "CD20_x1" 1 2
"HLA.C6" "CD20_x1" 1 2
"HLA.C7" "CD20_x1" 1 2
"HLA.F1" "CD20_x1" 1 2
"HLA.F2" "CD20_x1" -1 2
"HLA.F3" "CD20_x1" -1 2
"HLA.F4" "CD20_x1" -1 2
"HLA.F5" "CD20_x1" -1 2
"HLA.F6" "CD20_x1" -1 2
"HLA.F7" "CD20_x1" -1 2
"B2M" "CD20_x1" 1 2
"STAT1" "CD20_x1" -1 2
"IHC.score" "CD20_x1" NA 2
"ICI.score" "CD20_x1" 1 2
"GAD65" "CD20_x1" NA 0
"CD20_x1" "CD20_x1" 1 2
"CyclinD1" "CD20_x1" NA 2
"CyclinD3" "CD20_x1" 1 2
"n_leucocytes" "CD20_x1" NA 1
"n_leucocytes2" "CD20_x1" NA 1
"n_islets" "CD20_x1" NA 1
"n_insulitis" "CD20_x1" NA 1
"n_islets2" "CD20_x1" NA 1
"n_insulitis2" "CD20_x1" NA 1
"x12LO" "CD20_x1" NA 0
"CD20_x2" "CD20_x1" NA 0
"MMc" "CD20_x1" NA 0
"ins.MMc" "CD20_x1" NA 0
"MxA" "CD20_x1" NA 0
"BM" "CD20_x1" NA 0
"insulin" "CD20_x1" NA 0
"insulin2" "CD20_x1" NA 0
"HLA" "CD20_x1" NA 0
"survivin" "CD20_x1" NA 0
"CH.Ins" "CD20_x1" NA 2
"CH.amyloid" "CD20_x1" NA 2
"CH.dysplasia" "CD20_x1" NA 2
"CH.metaplasia" "CD20_x1" NA 2
"CH.pancreatitis" "CD20_x1" 1 2
"CH.atrophy" "CD20_x1" 1 2
"CH.fibrosis" "CD20_x1" 1 2
"CH.CD3" "CD20_x1" NA 2
"CH.Ki67" "CD20_x1" 1 2
"CH.islet.freq" "CD20_x1" NA 1
"CH.islet.size" "CD20_x1" NA 1
"CR.age" "CD20_x1" 1 2
"CR.height" "CD20_x1" 1 2
"CR.weight" "CD20_x1" 1 2
"CR.BMI" "CD20_x1" 1 2
"CR.dbDuration" "CD20_x1" -1 2
"CR.ageOnset" "CD20_x1" 1 2
"CR.Cpeptide" "CD20_x1" NA 2
"CR.HbA1c" "CD20_x1" NA 1
"CR.peakGluc" "CD20_x1" 1 2
"HS" "CyclinD1" 0.793849603945816 3
"Col18" "CyclinD1" 0.57368465617555 3
"Sdc1" "CyclinD1" 1 2
"Ins_x1" "CyclinD1" -0.929915250448979 3
"Gcg_x1" "CyclinD1" -0.8615900658335 3
"IP3R2" "CyclinD1" NA 1
"TOM20" "CyclinD1" NA 1
"MFN2" "CyclinD1" NA 1
"VDAC1" "CyclinD1" NA 1
"IP3R2.VDAC1" "CyclinD1" NA 1
"beta_Ins" "CyclinD1" 1 2
"beta_cells" "CyclinD1" 0.0285118547994984 12
"beta_area" "CyclinD1" 0.0439324837621862 12
"beta_mass" "CyclinD1" 0.223780533355306 9
"Nitrotyrosine" "CyclinD1" -0.305403526859223 8
"GLP1R.acinar_x1" "CyclinD1" NA 0
"GLP1R.islets_x1" "CyclinD1" NA 0
"GLP1R.acinar_x2" "CyclinD1" NA 0
"GLP1R.islets_x2" "CyclinD1" NA 0
"HLA.A1" "CyclinD1" 0.266995501477834 7
"HLA.A2" "CyclinD1" 0.396150787841118 7
"HLA.A3" "CyclinD1" 0.396150787841118 7
"HLA.A4" "CyclinD1" 0.135563016392285 7
"HLA.A5" "CyclinD1" 0.197865092940409 7
"HLA.A6" "CyclinD1" 0.351697435495321 7
"HLA.A7" "CyclinD1" 0.169298075689147 7
"HLA.A8" "CyclinD1" 0.206103822215989 7
"HLA.B1" "CyclinD1" -0.514697952582339 7
"HLA.B2" "CyclinD1" 0.0566535761252975 7
"HLA.B3" "CyclinD1" -0.0797451750201742 7
"HLA.B4" "CyclinD1" 0.14409065585197 7
"HLA.B5" "CyclinD1" -0.0734564886791662 7
"HLA.B6" "CyclinD1" -0.0546123506506268 7
"HLA.C1" "CyclinD1" 0.369189031197412 7
"HLA.C2" "CyclinD1" 0.413012998510776 7
"HLA.C3" "CyclinD1" 0.00195633301003705 7
"HLA.C4" "CyclinD1" -0.244958028572308 7
"HLA.C5" "CyclinD1" -0.395663269548995 7
"HLA.C6" "CyclinD1" 0.0621172745841978 7
"HLA.C7" "CyclinD1" 0.150204798316411 7
"HLA.F1" "CyclinD1" -0.130832267953648 7
"HLA.F2" "CyclinD1" 0.457039174185743 7
"HLA.F3" "CyclinD1" 0.051567163975018 7
"HLA.F4" "CyclinD1" 0.051567163975018 7
"HLA.F5" "CyclinD1" -0.117786509023647 7
"HLA.F6" "CyclinD1" 0.051567163975018 7
"HLA.F7" "CyclinD1" 0.461909598039677 7
"B2M" "CyclinD1" 0.138154056709725 7
"STAT1" "CyclinD1" -0.120453139485377 7
"IHC.score" "CyclinD1" -0.198029508595335 7
"ICI.score" "CyclinD1" 0.530661853257919 7
"GAD65" "CyclinD1" -0.463442256523888 4
"CD20_x1" "CyclinD1" NA 2
"CyclinD1" "CyclinD1" 1 20
"CyclinD3" "CyclinD1" 0.491636208122877 20
"n_leucocytes" "CyclinD1" -0.528725377757446 5
"n_leucocytes2" "CyclinD1" -1 2
"n_islets" "CyclinD1" 0.417588693280353 5
"n_insulitis" "CyclinD1" 0.185970374622288 5
"n_islets2" "CyclinD1" -1 2
"n_insulitis2" "CyclinD1" -1 2
"x12LO" "CyclinD1" 0 4
"CD20_x2" "CyclinD1" NA 0
"MMc" "CyclinD1" NA 1
"ins.MMc" "CyclinD1" NA 1
"MxA" "CyclinD1" NA 1
"BM" "CyclinD1" NA 2
"insulin" "CyclinD1" 0.416666666666667 7
"insulin2" "CyclinD1" NA 1
"HLA" "CyclinD1" NA 1
"survivin" "CyclinD1" NA 1
"CH.Ins" "CyclinD1" 0.326732019606536 20
"CH.amyloid" "CyclinD1" NA 20
"CH.dysplasia" "CyclinD1" 0.417620168032103 20
"CH.metaplasia" "CyclinD1" -0.326732019606536 20
"CH.pancreatitis" "CyclinD1" -0.183339699405642 20
"CH.atrophy" "CyclinD1" 0.0146789237925026 20
"CH.fibrosis" "CyclinD1" -0.215686274509804 20
"CH.CD3" "CyclinD1" 0.603594545793428 20
"CH.Ki67" "CyclinD1" 0 6
"CH.islet.freq" "CyclinD1" -0.196267167994715 12
"CH.islet.size" "CyclinD1" NA 9
"CR.age" "CyclinD1" -0.30484731793979 20
"CR.height" "CyclinD1" -0.0872030707549594 20
"CR.weight" "CyclinD1" -0.0210308645166937 20
"CR.BMI" "CyclinD1" 0.0632357165702811 20
"CR.dbDuration" "CyclinD1" 0.046143705794248 7
"CR.ageOnset" "CyclinD1" -0.162210937138874 7
"CR.Cpeptide" "CyclinD1" 0.179111125240765 17
"CR.HbA1c" "CyclinD1" -0.117390357699826 9
"CR.peakGluc" "CyclinD1" -0.172321551402068 18
"HS" "CyclinD3" 0.481970072330463 4
"Col18" "CyclinD3" 0.682060084949297 4
"Sdc1" "CyclinD3" 0.935816167416856 3
"Ins_x1" "CyclinD3" -0.00177658394386536 4
"Gcg_x1" "CyclinD3" -0.492356521364864 3
"IP3R2" "CyclinD3" NA 1
"TOM20" "CyclinD3" NA 1
"MFN2" "CyclinD3" NA 1
"VDAC1" "CyclinD3" NA 1
"IP3R2.VDAC1" "CyclinD3" NA 1
"beta_Ins" "CyclinD3" 0.765059092388573 3
"beta_cells" "CyclinD3" 0.328950502995636 13
"beta_area" "CyclinD3" 0.361837526448321 13
"beta_mass" "CyclinD3" 0.34365664498446 10
"Nitrotyrosine" "CyclinD3" -0.48330289135068 8
"GLP1R.acinar_x1" "CyclinD3" NA 0
"GLP1R.islets_x1" "CyclinD3" NA 0
"GLP1R.acinar_x2" "CyclinD3" NA 0
"GLP1R.islets_x2" "CyclinD3" NA 0
"HLA.A1" "CyclinD3" 0.373466781491605 7
"HLA.A2" "CyclinD3" 0.119543144052081 7
"HLA.A3" "CyclinD3" 0.119543144052081 7
"HLA.A4" "CyclinD3" -0.0551724201553009 7
"HLA.A5" "CyclinD3" -0.0198450409813496 7
"HLA.A6" "CyclinD3" 0.0418595442105963 7
"HLA.A7" "CyclinD3" 0.301411980148423 7
"HLA.A8" "CyclinD3" 0.326813812000916 7
"HLA.B1" "CyclinD3" -0.766684100036992 7
"HLA.B2" "CyclinD3" -0.190452246404204 7
"HLA.B3" "CyclinD3" -0.446410978872901 7
"HLA.B4" "CyclinD3" -0.346754178120198 7
"HLA.B5" "CyclinD3" -0.44967770588691 7
"HLA.B6" "CyclinD3" -0.341856826788318 7
"HLA.C1" "CyclinD3" -0.125959756376544 7
"HLA.C2" "CyclinD3" -0.0811096833921851 7
"HLA.C3" "CyclinD3" -0.276728970916244 7
"HLA.C4" "CyclinD3" -0.43989982611074 7
"HLA.C5" "CyclinD3" -0.238141353963156 7
"HLA.C6" "CyclinD3" -0.186032461135071 7
"HLA.C7" "CyclinD3" -0.174561048422059 7
"HLA.F1" "CyclinD3" -0.311739952147428 7
"HLA.F2" "CyclinD3" 0.091235446128278 7
"HLA.F3" "CyclinD3" -0.328543287752942 7
"HLA.F4" "CyclinD3" -0.328543287752942 7
"HLA.F5" "CyclinD3" -0.558448257674466 7
"HLA.F6" "CyclinD3" -0.328543287752942 7
"HLA.F7" "CyclinD3" -0.0764520022616851 7
"B2M" "CyclinD3" -0.0530830299078425 7
"STAT1" "CyclinD3" -0.543362983282161 7
"IHC.score" "CyclinD3" -0.509524665365068 7
"ICI.score" "CyclinD3" 0.86979689861744 7
"GAD65" "CyclinD3" -0.661323421845069 5
"CD20_x1" "CyclinD3" 1 2
"CyclinD1" "CyclinD3" 0.491636208122877 20
"CyclinD3" "CyclinD3" 1 21
