Source	Contributor	VarID	Variable	Value	Description	ThemeTag	Level	CellTissue	CellTissueContext	DataItem	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	MPTerm	GOTerm	EFOTerm	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD45.cells.islet	CD45.cells.islet		CD45+ cells per islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_2		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD3.cells.islet	CD3.cells.islet		CD3+ cells per islet	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_2		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD20.cells.islet	CD20.cells.islet		CD20+ cells per islet	autoimmunity	cell	B cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_2		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD8.cells.islet	CD8.cells.islet		CD8+ cells per islet	autoimmunity	cell	CD8-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_2		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD4.cells.islet	CD4.cells.islet		CD4+ cells per islet	autoimmunity	cell	CD4-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_2		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26858360	Leete et al. (2016)	Leete16_CD20.score	CD20.score	[Lo,Hi]	Ratio of CD20+:CD4+ cells in inflamed islets, reported as 0 = CD20Lo or 1 = CD20Hi	autoimmunity	cell	B cell|CD4-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarWithinD & VarDvsCtrl		Arif14_1				http://diabetes.diabetesjournals.org/content/65/5/1362.long
PMID26935967	Liu et al. (2016)	Liu16_Proteomics	Proteomics	NA	Proteomics of pancreatic head region tissues, expression values for 5357 proteins	omics	protein	exocrine pancreas	exocrine pancreas	normalized data set	1	5357	T	T	T				Among the 5357 (1% false discovery rate) confidently identified proteins, 145 showed statistically significant dysregulation between T1D and healthy subjects		Liu16_1			Table S1: 5368 protein groups identified in pancreatic tissue.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893790/bin/NIHMS788696-supplement-supplemental_information.pdf
PMID26950362	Helman et al. (2016)	Helman16_p16	p16		staining intensity	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Helman16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Cox17	Cox17		staining intensity	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Helman16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_pS6	pS6		staining intensity	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Helman16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Ndufb5	Ndufb5		staining intensity	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Helman16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Atp5a	Atp5a		staining intensity	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Helman16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID27284108	Phelps et al. (2016)	Phelps16_GAD65.ratio	GAD65.ratio	ratio	GAD65 localization as Golgi:Cell mean fluorescence intensity (MFI) ratio	Endoplasmic Reticulum stress	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				Distribution of GAD65 changes under ER stress – appears to accumulate in Golgi		Phelps16_1			Supplementary Table 1 & Supplementary Table 2 & Supplementary Table 3	http://diabetes.diabetesjournals.org/highwire/filestream/75457/field_highwire_adjunct_files/0/DB160180SupplementaryData.pdf
PMID27300574	Moin et al. (2016)	Moin16_CgA.cells	CgA.cells	% CPHN cells in islets	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in islets	NA	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarWithinD & VarDvsCtrl		Moin16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574	Moin et al. (2016)	Moin16_CgA.cluster	CgA.cluster	% CPHN in clusters	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells	NA	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarWithinD & VarDvsCtrl		Moin16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574	Moin et al. (2016)	Moin16_CgA.section	CgA.section	count of CPHN cells/mm^2 of pancreas section	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells	NA	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarWithinD & VarDvsCtrl		Moin16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A1	HLA.A1	Normalized gene expression	Relative RNA expression of HLA.A1	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs Controls		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A2	HLA.A2	Normalized gene expression	Relative RNA expression of HLA.A2	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A3	HLA.A3	Normalized gene expression	Relative RNA expression of HLA.A3	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A4	HLA.A4	Normalized gene expression	Relative RNA expression of HLA.A4	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A5	HLA.A5	Normalized gene expression	Relative RNA expression of HLA.A5	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A6	HLA.A6	Normalized gene expression	Relative RNA expression of HLA.A6	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A7	HLA.A7	Normalized gene expression	Relative RNA expression of HLA.A7	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A8	HLA.A8	Normalized gene expression	Relative RNA expression of HLA.A7	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs Controls		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B1	HLA.B1	Normalized gene expression	Relative RNA expression of HLA.B1	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B2	HLA.B2	Normalized gene expression	Relative RNA expression of HLA.B2	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B3	HLA.B3	Normalized gene expression	Relative RNA expression of HLA.B3	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B4	HLA.B4	Normalized gene expression	Relative RNA expression of HLA.B4	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B5	HLA.B5	Normalized gene expression	Relative RNA expression of HLA.B5	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B6	HLA.B6	Normalized gene expression	Relative RNA expression of HLA.B6	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C1	HLA.C1	Normalized gene expression	Relative RNA expression of HLA.C1	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs Controls		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C2	HLA.C2	Normalized gene expression	Relative RNA expression of HLA.C2	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs Controls		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C3	HLA.C3	Normalized gene expression	Relative RNA expression of HLA.C3	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C4	HLA.C4	Normalized gene expression	Relative RNA expression of HLA.C4	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C5	HLA.C5	Normalized gene expression	Relative RNA expression of HLA.C5	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C6	HLA.C6	Normalized gene expression	Relative RNA expression of HLA.C6	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C7	HLA.C7	Normalized gene expression	Relative RNA expression of HLA.C7	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F1	HLA.F1	Normalized gene expression	Relative RNA expression of HLA.F1	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F2	HLA.F2	Normalized gene expression	Relative RNA expression of HLA.F2	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F3	HLA.F3	Normalized gene expression	Relative RNA expression of HLA.F3	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F4	HLA.F4	Normalized gene expression	Relative RNA expression of HLA.F4	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F5	HLA.F5	Normalized gene expression	Relative RNA expression of HLA.F5	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F6	HLA.F6	Normalized gene expression	Relative RNA expression of HLA.F6	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Hyperexpression observed in T1D		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F7	HLA.F7	Normalized gene expression	Relative RNA expression of HLA.F7	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs Controls		Richardson16_1			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_B2M	B2M	Normalized gene expression	Relative RNA expression of B2M	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I		beta-2 microglobulin measurement	Expression of beta2-microglobulin (a second component required for the generation of functional HLA class I complexes) elevated in T1D		Richardson16_3			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_NLRC5	NLRC5	Normalized gene expression	Relative RNA expression of NLRC5	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			No statistically significant differences between T1D vs controls		Richardson16_3			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_STAT1	STAT1	Normalized gene expression	Relative RNA expression of STAT1	HLA hyperexpression	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Higher in T1D than controls; positive correlation between STAT1 and HLA-ABC expression; decreases with disease duration		Richardson16_3			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_IHC.score	IHC.score	score	Overall score of overall HLA expression in islets	HLA hyperexpression	phenotype	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal antigen presentation via MHC class I			Higher in T1D than controls	0=normal expression,1=elevated expression,2=hyperexpression	Richardson16_2			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_ICI.score	ICI.score	score	Overall score of insulin immunopositivity in islets (number of residual ICIs in the nearest available block)	general	phenotype	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic beta cell number			Variable but generally lower insulin immunopositivity in T1D vs controls	 (+++ >20 ICIs; ++ 10-20 ICIs; + 1-10 ICIs, -No ICIs)	Richardson16_2			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27798614	Babon et al. (2016)	Babon16_autoreactivity.CD4	autoreactivity.CD4	IFNg pg/mL	Autoreactivity of CD4+ T cell lines and clones sorted or directly grown from islets from donors, measured as production of IFNgamma	autoimmunity 	cell	CD4-positive, alpha-beta T cell		measurement datum	1	NA	T	NA	F			interferon gamma measurement	VarWithinD & VarDvsCtrl		Babon16_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5140746/figure/F2/
PMID27798614	Babon et al. (2016)	Babon16_autoreactivity.CD8	autoreactivity.CD8		Autoreactivity of CD8+ T cell lines and clones sorted or directly grown from islets from donors	autoimmunity 	cell	CD8-positive, alpha-beta T cell		measurement datum	1	NA	T	NA	F						Babon16_2				
PMID27809303	Piran et al. (2016)	Piran16_Par2	Par2		PAR2 expression	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Piran16_1				
PMID27813705	Moin et al. (2016)	Moin16_Ki67.PDG	Ki67.PDG	%	PDG Cell proliferation (% Ki67+ PDG cells)	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic ductal cell	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic duct morphology			VarWithinD & VarDvsCtrl		Moin16_2			Table 1: Characteristics of Human Subjects With and Without T1D	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/table/T1/
PMID27813705	Moin et al. (2016)	Moin16_Ki67.interPDG	Ki67.interPDG	%	Interlobular duct cell proliferation (% Ki67+ interlobular duct cells)	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic ductal cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Moin16_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Ki67.intraPDG	Ki67.intraPDG	%	Intralobular duct cell proliferation (% Ki67+ intralobular duct cells)	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic ductal cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Moin16_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Ins.interPDG	Ins.interPDG	%	Beta cell neogenesis from interlobular duct cells (% Ins+ interlobular duct cells)	neogenesis/transdifferentiation/dedifferentiation	cell	pancreatic ductal cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Moin16_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
