Source	Contributors	VarID	Variable	Value	Description	Tags	Level	CellTissue	TissueContext	DataTerm	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	Entrez	MPTerm	GOTerm	EFOTerm	VarWithinD	VarDvsCtrl	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID27284108	Phelps et al. (2016)	Phelps16_GAD65.ratio	GAD65.ratio	ratio	GAD65 localization as Golgi:Cell mean fluorescence intensity (MFI) ratio		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	2572				1	1	Distribution of GAD65 changes under ER stress – appears to accumulate in Golgi		Phelps et al. (2016)			Supplementary Table 1 & Supplementary Table 2 & Supplementary Table 3	http://diabetes.diabetesjournals.org/highwire/filestream/75457/field_highwire_adjunct_files/0/DB160180SupplementaryData.pdf
PMID27300574	Moin et al. (2016)	Moin16_CgA.cells	CgA.cells	% CPHN cells in islets	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in islets		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574	Moin et al. (2016)	Moin16_CgA.cluster	CgA.cluster	% CPHN in clusters	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27300574	Moin et al. (2016)	Moin16_CgA.section	CgA.section	count of CPHN cells/mm^2 of pancreas section	Frequency of chromogranin-positive, hormone-negative (CPHN) cells in scattered clusters of endocrine cells		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5010569/figure/F2/
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A1	HLA.A1	Normalized gene expression	Relative RNA expression of HLA.A1	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	No statistically significant differences between T1D vs Controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A2	HLA.A2	Normalized gene expression	Relative RNA expression of HLA.A2	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A3	HLA.A3	Normalized gene expression	Relative RNA expression of HLA.A3	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A4	HLA.A4	Normalized gene expression	Relative RNA expression of HLA.A4	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A5	HLA.A5	Normalized gene expression	Relative RNA expression of HLA.A5	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A6	HLA.A6	Normalized gene expression	Relative RNA expression of HLA.A6	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A7	HLA.A7	Normalized gene expression	Relative RNA expression of HLA.A7	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.A8	HLA.A8	Normalized gene expression	Relative RNA expression of HLA.A7	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3105	abnormal antigen presentation via MHC class I			1	1	No statistically significant differences between T1D vs Controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B1	HLA.B1	Normalized gene expression	Relative RNA expression of HLA.B1	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B2	HLA.B2	Normalized gene expression	Relative RNA expression of HLA.B2	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B3	HLA.B3	Normalized gene expression	Relative RNA expression of HLA.B3	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B4	HLA.B4	Normalized gene expression	Relative RNA expression of HLA.B4	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B5	HLA.B5	Normalized gene expression	Relative RNA expression of HLA.B5	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.B6	HLA.B6	Normalized gene expression	Relative RNA expression of HLA.B6	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3106	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C1	HLA.C1	Normalized gene expression	Relative RNA expression of HLA.C1	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	No statistically significant differences between T1D vs Controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C2	HLA.C2	Normalized gene expression	Relative RNA expression of HLA.C2	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	No statistically significant differences between T1D vs Controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C3	HLA.C3	Normalized gene expression	Relative RNA expression of HLA.C3	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C4	HLA.C4	Normalized gene expression	Relative RNA expression of HLA.C4	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C5	HLA.C5	Normalized gene expression	Relative RNA expression of HLA.C5	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C6	HLA.C6	Normalized gene expression	Relative RNA expression of HLA.C6	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.C7	HLA.C7	Normalized gene expression	Relative RNA expression of HLA.C7	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3107	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F1	HLA.F1	Normalized gene expression	Relative RNA expression of HLA.F1	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F2	HLA.F2	Normalized gene expression	Relative RNA expression of HLA.F2	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F3	HLA.F3	Normalized gene expression	Relative RNA expression of HLA.F3	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F4	HLA.F4	Normalized gene expression	Relative RNA expression of HLA.F4	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F5	HLA.F5	Normalized gene expression	Relative RNA expression of HLA.F5	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F6	HLA.F6	Normalized gene expression	Relative RNA expression of HLA.F6	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	Hyperexpression observed in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_HLA.F7	HLA.F7	Normalized gene expression	Relative RNA expression of HLA.F7	HLA	transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	3134	abnormal antigen presentation via MHC class I			1	1	No statistically significant differences between T1D vs Controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_B2M	B2M	Normalized gene expression	Relative RNA expression of B2M		transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	567	abnormal antigen presentation via MHC class I		beta-2 microglobulin measurement	0	1	Expression of beta2-microglobulin (a second component required for the generation of functional HLA class I complexes) elevated in T1D		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_NLRC5	NLRC5	Normalized gene expression	Relative RNA expression of NLRC5		transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	84166				0	0	No statistically significant differences between T1D vs controls		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_STAT1	STAT1	Normalized gene expression	Relative RNA expression of STAT1		transcript	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	6772				1	1	Higher in T1D than controls; positive correlation between STAT1 and HLA-ABC expression; decreases with disease duration		Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_IHC.score	IHC.score	score	Overall score of overall HLA expression in islets		phenotype	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes		abnormal antigen presentation via MHC class I			1	1	Higher in T1D than controls	0=normal expression,1=elevated expression,2=hyperexpression	Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27506584	Richardson et al. (2016)	Richardson16_ICI.score	ICI.score	score	Overall score of insulin immunopositivity in islets (number of residual ICIs in the nearest available block)		phenotype	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes		abnormal pancreatic beta cell number			1	1	Variable but generally lower insulin immunopositivity in T1D vs controls	 (+++ >20 ICIs; ++ 10-20 ICIs; + 1-10 ICIs, -No ICIs)	Wu et al. (2012)			ESM Figure 5: Heat map of relative RNA expression of the HLA-A, B, C , F, beta2M, STAT1 genes examined in nPODcontrols and nPOD Type 1 diabetes patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5042874/bin/125_2016_4067_MOESM1_ESM.pdf
PMID27798614	Babon et al. (2016)	Babon16_Autoreactivity	Autoreactivity	IFNg pg/mL	Autoreactivity of CD4+ and CD8+ T cell lines and clones sorted or directly grown from islets from donors, measured as production of IFNgamma		phenotype	CD8-positive, alpha-beta T cell	islet of Langerhans		1	15	yes	NA	no				interferon gamma measurement	1	1			Babon et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5140746/figure/F2/
PMID27809303	Piran et al. (2016)	Piran16_Par2	Par2		PAR2 expression		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					0	1			Piran et al. (2016)
PMID27813705	Moin et al. (2016)	Moin16_Ki67.PDG	Ki67.PDG	%	PDG Cell proliferation (% Ki67+ PDG cells)	beta cell neogenesis	cell	pancreatic ductal cell	islet of Langerhans		0	1	yes	yes	yes		abnormal pancreatic duct morphology			1	1			Moin et al. (2016)			Table 1: Characteristics of Human Subjects With and Without T1D	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/table/T1/
PMID27813705	Moin et al. (2016)	Moin16_Ki67.interPDG	Ki67.interPDG	%	Interlobular duct cell proliferation (% Ki67+ interlobular duct cells)	beta cell neogenesis	cell	pancreatic ductal cell	islet of Langerhans		0	1	yes	yes	yes						1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Ki67.intraPDG	Ki67.intraPDG	%	Intralobular duct cell proliferation (% Ki67+ intralobular duct cells)	beta cell neogenesis	cell	pancreatic ductal cell	islet of Langerhans		0	1	yes	yes	yes						1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Ins.interPDG	Ins.interPDG	%	Beta cell neogenesis from interlobular duct cells (% Ins+ interlobular duct cells)	beta cell neogenesis	cell	pancreatic ductal cell	islet of Langerhans		0	1	yes	yes	yes						1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Ins.intraPDG	Ins.intraPDG	%	Beta cell neogenesis from intralobular duct cells (% Ins+ intralobular duct cells)	beta cell neogenesis	cell	pancreatic ductal cell	islet of Langerhans		0	1	yes	yes	yes						1			Moin et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5413103/figure/F2/
PMID27813705	Moin et al. (2016)	Moin16_Sox9.PDG	Sox9.PDG	%	Presence of pancreatic progenitors in pancreatic duct glands (% Sox9+ PDG cells)	beta cell neogenesis	cell	pancreatic duct	pancreas		0	1	yes	NA	no					0	0			Moin et al. (2016)
PMID27813705	Moin et al. (2016)	Moin16_Gata4.PDG	Gata4.PDG	%	Presence of pancreatic progenitors in pancreatic duct glands (%GATA4+ PDG cells)	beta cell neogenesis	cell	pancreatic duct	pancreas		0	1	yes	NA	no					0	0			Moin et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Immunosequencing	Immunosequencing		High-throughput immunosequencing data		gene				1	2000	yes	yes	no					1	1			Seay et al. (2016)			nPOD TCR/BCR Search	http://clonesearch.jdrfnpod.org/
PMID27942583	Seay et al. (2016)	Seay16_Bcell.PBMC.PC	Bcell.PBMC.PC		Productive clonality (PC) of purified B cells from blood		phenotype	B cell	blood		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Bcell.Spleen.PC	Bcell.Spleen.PC		Productive clonality (PC) of purified B cells from spleen		phenotype	B cell	spleen		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Bcell.iLN.PC	Bcell.iLN.PC		Productive clonality (PC) of purified B cells from “irrelevant” nonpancreatic draining lymph nodes		phenotype	B cell	mesenteric lymph node		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Bcell.pLN.PC	Bcell.pLN.PC		Productive clonality (PC) of purified B cells from pancreatic draining lymph nodes		phenotype	B cell	pancreatic lymph node		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD4Tcell.Intraislet.PC	CD4Tcell.Intraislet.PC		Productive clonality (PC) of purified CD4 T cells from islet tissue		phenotype	CD4-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD8Tcell.Intraislet.PC	CD8Tcell.Intraislet.PC		Productive clonality (PC) of purified CD8 T cells from islet tissue		phenotype	CD8-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD8Tcell.PBMC.PC	CD8Tcell.PBMC.PC		Productive clonality (PC) of purified CD8 T cells from blood		phenotype	CD8-positive, alpha-beta T cell	blood		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD8Tcell.Spleen.PC	CD8Tcell.Spleen.PC		Productive clonality (PC) of purified CD8 T cells from spleen		phenotype	CD8-positive, alpha-beta T cell	spleen		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD8Tcell.iLN.PC	CD8Tcell.iLN.PC		Productive clonality (PC) of purified CD8 T cells from “irrelevant” nonpancreatic draining lymph nodes		phenotype	CD8-positive, alpha-beta T cell	mesenteric lymph node		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_CD8Tcell.pLN.PC	CD8Tcell.pLN.PC		Productive clonality (PC) of purified CD8 T cells from pancreatic draining lymph nodes		phenotype	CD8-positive, alpha-beta T cell	pancreatic lymph node		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Tconv.PBMC.PC	Tconv.PBMC.PC		Productive clonality (PC) of purified CD4+ conventional T cells from blood		phenotype	CD4-positive, alpha-beta T cell	blood		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Tconv.Spleen.PC	Tconv.Spleen.PC		Productive clonality (PC) of purified CD4+ conventional T cells from spleen		phenotype	CD4-positive, alpha-beta T cell	spleen		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Tconv.iLN.PC	Tconv.iLN.PC		Productive clonality (PC) of purified CD4+ conventional T cells from “irrelevant” nonpancreatic draining lymph nodes		phenotype	CD4-positive, alpha-beta T cell	mesenteric lymph node		0	1	yes	yes	yes									Seay et al. (2016)
PMID27942583	Seay et al. (2016)	Seay16_Tconv.pLN.PC	Tconv.pLN.PC		Productive clonality (PC) of purified CD4+ conventional T cells from pancreatic draining lymph nodes		phenotype	CD4-positive, alpha-beta T cell	pancreatic lymph node		0	1	yes	yes	yes									Seay et al. (2016)
